BUNDLE;IMPORT;SYMBOLS
"modules/apps/object/object-web";"object-web";"Actions,AddObjectAction,EditListTypeDefinition,EditObjectAction,EditObjectDetails,EditObjectField,EditObjectRelationship,EditObjectStateField,EditObjectValidation,ExpressionBuilderModal,Fields,Layout,Layouts,ListTypeEntriesModal,ModalAddListTypeDefinition,ModalAddObjectCustomView,ModalAddObjectLayout,ModalDeleteListType,ModalDeleteObjectEntry,ModalDeletionNotAllowed,ModalDisableInheritance,ModalImport,ModalSelectObjectFields,ModelBuilder,ObjectManagementToolbar,ObjectView,Relationships,StateManager,Validations,ViewListTypeDefinitionsFDSPropsTransformer,ViewObjectDefinitions,ViewObjectEntriesFDSPropsTransformer,Views"
"modules/apps/password-policies-admin/password-policies-admin-web";"password-policies-admin-web";"EditPasswordPolicyAssignmentsManagementToolbarPropsTransformer,ManagementToolbarDefaultPropsTransformer"
"modules/apps/portal/portal-company-log-web";"portal-company-log-web";"App"
"modules/apps/portal/portal-default-permissions-web";"portlet-configuration-web";"PermissionsCheckbox"
"modules/apps/portal/portal-default-permissions-web";"portal-defaultpermissions-web";"editPortalDefaultPermissionsConfiguration,viewPortalDefaultPermissionsButtonPropsTransformer,viewPortalDefaultPermissionsDropdownPropsTransformer"
"modules/apps/portal-instances/portal-instances-web";"portal-instances-web";"AddInstance,CompanyDropdownDefaultPropsTransformer,PortalInstancesManagementToolbarPropsTransformer"
"modules/apps/portal-search/portal-search-admin-web";"portal-search-admin-web";"FieldMappings,IndexActions"
"modules/apps/portal-search/portal-search-web";"portal-search-web";"CodeMirrorTextArea,CustomConfigurationRangeOptions,CustomFilter,FacetUtil,InitializeClipboard,RangeInputs,ReactSearchBar,SearchBar,SearchBarConfigurationSuggestions,SelectVocabularies,SemanticSearchConfiguration,Sort,SortConfigurationOptions,SystemSettingsFieldList"
"modules/apps/portal-security/portal-security-script-management-web";"portal-security-script-management-web";"ScriptManagementContainer"
"modules/apps/portal-settings/portal-settings-web";"portal-settings-web";"CountryRegionDynamicSelect,main"
"modules/apps/portal-template/portal-template-react-renderer-impl";"portal-template-react-renderer-impl";"render"
"modules/apps/portal-workflow/portal-workflow-instance-tracker-web";"portal-workflow-instance-tracker-web";"WorkflowInstanceTracker"
"modules/apps/portal-workflow/portal-workflow-taglib";"portal-workflow-taglib";"WorkflowStatus"
"modules/apps/portal-workflow/portal-workflow-task-web";"portal-workflow-task-web";"WorkFlowTaskActionDropdownPropsTransformer,WorkflowTaskAction"
"modules/apps/portlet-configuration/portlet-configuration-css-web";"portlet-configuration-css-web";"ColorPickerInput"
"modules/apps/portlet-configuration/portlet-configuration-web";"portlet-configuration-web";"AddConfigurationTemplateEventHandler,ArchivedSetuptsDropdownDefaultPropsTransformer,EditConfigurationEventHandler,ManagementToolbarPropsTransformer,PermissionsCheckbox"
"modules/apps/product-navigation/product-navigation-applications-menu-web";"product-navigation-applications-menu-web";"ApplicationsMenu"
"modules/apps/product-navigation/product-navigation-control-menu-web";"product-navigation-control-menu-web";"AddPanel"
"modules/apps/product-navigation/product-navigation-product-menu-web";"product-navigation-product-menu-web";"ProductMenuTree"
"modules/apps/product-navigation/product-navigation-simulation-device";"product-navigation-simulation-device";"App"
"modules/apps/product-navigation/product-navigation-taglib";"product-navigation-taglib";"PersonalMenu,ProductNavigationControlMenu"
"modules/apps/product-navigation/product-navigation-user-personal-bar-web";"product-navigation-user-personal-bar-web";"signInButtonPropsTransformer"
"modules/apps/questions/questions-web";"questions-web";"Main"
"modules/apps/ratings/ratings-taglib";"ratings-taglib";"Ratings"
"modules/apps/redirect/redirect-web";"redirect-web";"ChainedRedirections,DestinationUrlInput,RedirectManagementToolbarPropsTransformer,RedirectNotFoundEntriesManagementToolbarPropsTransformer,RedirectPatterns,editRedirectEntry"
"modules/apps/roles/roles-admin-web";"roles-admin-web";"EditRoleAssignmentsManagementToolbarPropsTransformer,EditRolePermissionsNavigation,GroupLabels,SelectAssigneesManagementToolbarPropsTransformer,ViewRolesManagementToolbarPropsTransformer,editRoleAssignmentsMain"
"modules/apps/saved-content/saved-content-taglib";"saved-content-taglib";"SavedContentEntry"
"modules/apps/segments/segments-simulation-web";"segments-simulation-web";"PageContentSelectors"
"modules/apps/segments/segments-web";"segments-web";"ConfigurationFormEventHandler,ExperiencePicker,SegmentsApp,SegmentsEntryDropdownDefaultPropsTransformer,SegmentsManagementToolbarPropsTransformer"
"modules/apps/server/server-admin-web";"server-admin-web";"main"
"modules/apps/sharing/sharing-taglib";"sharing-taglib";"Collaborators"
"modules/apps/sharing/sharing-web";"sharing-web";"ManageCollaborators,SharedAssets,SharedAssetsManagementToolbarPropsTransformer,Sharing"
"modules/apps/site/site-admin-web";"site-admin-web";"AddGroup,Details,MenuAccess,Ratings,SelectSiteInitializerVerticalCardPropsTransformer,SiteDropdownDefaultPropsTransformer,SiteLanguageConfiguration,SiteManagementToolbarPropsTransformer"
"modules/apps/site/site-memberships-web";"site-memberships-web";"OrganizationCardPropsTransformer,OrganizationDropdownDefaultPropsTransformer,OrganizationsManagementToolbarPropsTransformer,UserCardPropsTransformer,UserDropdownDefaultPropsTransformer,UserGroupsDefaultPropsTransformer,UserGroupsManagementToolbarPropsTransformer,UserManagementToolbarPropsTransformer"
"modules/apps/site/site-my-sites-web";"site-my-sites-web";"SiteDropdownDefaultPropsTransformer"
"modules/apps/site/site-sitemap-web";"site-sitemap-web";"SitemapCompanyConfiguration"
"modules/apps/site/site-teams-web";"site-teams-web";"EditSiteTeamAssignmentsUserGroupsManagementToolbarPropsTransformer,EditTeamAssignmentsUsersManagementToolbarPropsTransformer,SiteTeamsManagementToolbarPropsTransformer,UserDropdownDefaultPropsTransformer"
"modules/apps/site-navigation/site-navigation-admin-web";"site-navigation-admin-web";"AddSiteNavigationMenuItem,App,SiteNavigationManagementToolbarPropsTransformer,SiteNavigationMenuDropdownDefaultPropsTransformer"
"modules/apps/site-navigation/site-navigation-item-selector-web";"site-navigation-item-selector-web";"SelectEntityHandler,SelectSiteNavigationMenuItem"
"modules/apps/site-navigation/site-navigation-menu-item-asset-vocabulary";"site-navigation-menu-item-asset-vocabulary";"AssetVocabularyContextualSidebar"
"modules/apps/site-navigation/site-navigation-menu-item-display-page";"site-navigation-menu-item-display-page";"DisplayPageItemContextualSidebar"
"modules/apps/site-navigation/site-navigation-menu-item-layout";"site-navigation-menu-item-layout";"ChooseLayoutButtonPropsTransformer,EditLayout"
"modules/apps/site-navigation/site-navigation-menu-web";"site-navigation-menu-web";"NavigationMenuConfiguration"
"modules/apps/social/social-bookmark-facebook";"social-bookmarks-taglib";"OpenSocialBookmarkPropsTransformer"
"modules/apps/social/social-bookmark-linkedin";"social-bookmarks-taglib";"OpenSocialBookmarkPropsTransformer"
"modules/apps/social/social-bookmark-twitter";"social-bookmarks-taglib";"OpenSocialBookmarkPropsTransformer"
"modules/apps/social/social-bookmarks-taglib";"social-bookmarks-taglib";"SocialBookmarksDropdownPropsTransformer"
"modules/apps/staging/staging-bar-web";"staging-bar-web";"PublishProcess,StagingVersionPropsTransformer"
"modules/apps/staging/staging-processes-web";"staging-processes-web";"StagingProcessesWebToolbarPropsTransformer"
"modules/apps/staging/staging-taglib";"staging-taglib";"PagesTree"
"modules/apps/style-book/style-book-web";"style-book-web";"FragmentCollectionPreview,StyleBookEditor,StyleBookManagementToolbarPropsTransformer,StylebookEntryActionDropdownPropsTransformer"
"modules/apps/template/template-taglib";"template-taglib";"DisplayTemplateSelector"
"modules/apps/template/template-web";"template-web";"ImportScript,InformationTemplatesDropdownPropsTransformer,InformationTemplatesManagementToolbarPropsTransformer,TemplateEditor,WidgetTemplatesDropdownPropsTransformer,WidgetTemplatesManagementToolbarPropsTransformer"
"modules/apps/translation/translation-web";"translation-web";"ElementsDefaultPropsTransformer,ExportTranslation,ImportTranslation,ImportTranslationResultsPanelSuccess,Translate,TranslationManagementToolbarPropsTransformer"
"modules/apps/trash/trash-taglib";"trash-taglib";"undo"
"modules/apps/trash/trash-web";"trash-web";"EntriesPropsTransformer,TrashManagementToolbarPropsTransformer"
"modules/apps/user-associated-data/user-associated-data-web";"user-associated-data-web";"UADExportProcesses"
"modules/apps/user-groups-admin/user-groups-admin-web";"user-groups-admin-web";"EditUserGroupAssignmentsManagementToolbarPropsTransformer,UserDropdownDefaultPropsTransformer,ViewUserGroupsManagementToolbarPropsTransformer"
"modules/apps/users-admin/users-admin-web";"users-admin-web";"CountryRegionDynamicSelect,OrganizationAndUserDropdownDefaultPropsTransformer,ParentOrganization,ViewFlatOrganizationsAndUsersManagementToolbarPropsTransformer,ViewTreeManagementToolbarPropsTransformer"
"modules/apps/wiki/wiki-web";"wiki-web";"WikiNodesManagementToolbarPropsTransformer,WikiPageDeleteButtonPropsTransformer,WikiPageDropdownPropsTransformer,WikiPagePermissionsButtonPropsTransformer,WikiPagesManagementToolbarPropsTransformer,WikiPortlet,printPageButtonEventListener"
"modules/apps/headless/headless-builder/headless-builder-web";"headless-builder-web";"EditAPIApplication,ViewAPIApplications"
"modules/apps/layout/layout-type-controller/layout-type-controller-panel";"layout-type-controller-panel";"WidgetsTree"
"modules/apps/layout/layout-utility-page/layout-utility-page-terms-of-use";"layout-utility-page-terms-of-use";"DisagreeButtonPropsTransformer"
"modules/dxp/apps/analytics/analytics-reports-web";"analytics-reports-web";"AnalyticsReportsApp"
"modules/dxp/apps/commerce/commerce-dashboard-web";"commerce-dashboard-web";"ForecastChart,HistoryChart,OverviewChart,StatusChart"
"modules/dxp/apps/commerce/commerce-organization-web";"commerce-organization-web";"OrganizationChart,configuration"
"modules/dxp/apps/commerce/commerce-shop-by-diagram-web";"commerce-shop-by-diagram-web";"Diagram,DiagramTable,DiagramWithAutomapping,editCsDiagramSetting"
"modules/dxp/apps/document-library-opener/document-library-opener-onedrive-web";"document-library-opener-onedrive-web";"DocumentLibraryOpener"
"modules/dxp/apps/multi-factor-authentication/multi-factor-authentication-fido2-web";"multi-factor-authentication-fido2-web";"AuthenticationTransformer,RegistrationTransformer"
"modules/dxp/apps/multi-factor-authentication/multi-factor-authentication-timebased-otp-web";"multi-factor-authentication-timebased-otp-web";"generateQRCode"
"modules/dxp/apps/portal-reports-engine-console/portal-reports-engine-console-web";"portal-reports-engine-console-web";"reportParameters"
"modules/dxp/apps/portal-search-tuning/portal-search-tuning-rankings-web";"portal-search-tuning-rankings-web";"RankingPortletManagementToolbarPropsTransformer,ResultRankingsAdd,ResultRankingsApp"
"modules/dxp/apps/portal-search-tuning/portal-search-tuning-synonyms-web";"portal-search-tuning-synonyms-web";"SynonymSetsApp,SynonymSetsDropdownDefaultPropsTransformer,SynonymsManagementToolbarPropsTransformer"
"modules/dxp/apps/portal-workflow/portal-workflow-kaleo-designer-web";"portal-workflow-kaleo-designer-web";"DefinitionBuilder"
"modules/dxp/apps/portal-workflow/portal-workflow-metrics-web";"portal-workflow-metrics-web";"Main"
"modules/dxp/apps/portal-workflow-kaleo-forms/portal-workflow-kaleo-forms-web";"portal-workflow-kaleo-forms-web";"KaleoFormsAdminManagementToolbarPropsTransformer,KaleoFormsTemplateSelector,KaleoFormsViewRecordsManagementToolbarPropsTransformer"
"modules/dxp/apps/scim/scim-configuration-web";"scim-configuration-web";"InfoPanel"
"modules/dxp/apps/search-experiences/search-experiences-web";"search-experiences-web";"AddSXPBlueprintModal,AddSXPElementModal,BlueprintConfiguration,EditBlueprint,EditElement,ImportSXPBlueprintModal,ViewSXPBlueprintsPropsTransformer,ViewSXPElementsPropsTransformer,openInitialSuccessToastHandler"
"modules/dxp/apps/segments/segments-experiment-web";"segments-experiment-web";"SegmentsExperimentApp"
"portal-impl";"'@liferay/language...')*/}")";""
"portal-web";"Liferay.ThemeDisplay.getPathContext() + '/o/frontend-js-web/__liferay__/index.js'";""
"portal-web";"themeDisplay.getPathContext() + '/o/users-admin-web/__liferay__/index.js'";""
