BUNDLE;IMPORT;SYMBOLS
apps/object/object-web;@clayui/modal/lib/types;"Observer"
apps/object/object-web;@liferay/object-js-components-web;"API,BuilderScreen,Card,CodeEditor,CustomVerticalBar,DatePicker,ExpressionBuilder,ExpressionBuilderModal,FormError,Input,ListTypeEntryBaseField,ManagementToolbar,ManagementToolbarSearch,ModalEditObjectDefinitionExternalReferenceCode,MultiSelectItem,MultiSelectItemChild,MultipleSelect,Panel,PanelBody,PanelHeader,PanelSimpleBody,RadioField,SidePanelContent,SidePanelForm,SidebarCategory,SingleSelect,TBuilderScreenItem,Toggle,arrayUtils,constantsUtils,errorsUtils,invalidateLocalizableLabelRequired,invalidateRequired,onActionDropdownItemClick,openToast,saveAndReload,stringUtils,useForm"
apps/object/object-web;react;"ChangeEventHandler,ElementType,FormEvent,MouseEventHandler,ReactNode,SetStateAction,createContext,default,useCallback,useContext,useEffect,useMemo,useReducer,useRef,useState"
apps/object/object-web;@clayui/alert;"IClayAlertProps,default"
apps/object/object-web;frontend-js-web;"createResourceURL,fetch,openModal,openToast,sessionStorage,sub"
apps/object/object-web;@clayui/icon;"default"
apps/object/object-web;@clayui/form;"ClayCheckbox,ClayInput,ClayRadio,ClayRadioGroup,default"
apps/object/object-web;@clayui/empty-state;"default"
apps/object/object-web;@clayui/list;"default"
apps/object/object-web;frontend-js-components-web;"FeatureIndicator,ILearnResourceContext,InputLocalized,LearnMessage,LearnResourcesContext,ManagementToolbar,translationsNormalizer"
apps/object/object-web;@liferay/frontend-data-set-web;"DateTimeRenderer,FrontendDataSet,IFrontendDataSetProps"
apps/object/object-web;classnames;"default"
apps/object/object-web;@clayui/label;"default"
apps/object/object-web;@clayui/core;"Body,Cell,Head,Option,Row,Table,Text,TreeView"
apps/object/object-web;@clayui/tabs;"default"
apps/object/object-web;@clayui/loading-indicator;"default"
apps/object/object-web;react-flow-renderer;"ArrowHeadType,Background,Connection,ConnectionLineType,ConnectionMode,Controls,Edge,EdgeProps,EdgeText,Elements,FlowElement,Handle,MiniMap,Node,NodeProps,Position,ReactFlowProvider,XYPosition,default,getEdgeCenter,getSmoothStepPath,isEdge,isNode,useStore,useStoreState,useZoomPanHelper"
apps/object/object-web;@clayui/tooltip;"ClayTooltipProvider"
apps/object/object-web;@clayui/panel;"default"
apps/object/object-web;@clayui/drop-down;"ClayDropDownWithItems,default"
apps/object/object-web;@clayui/popover;"default"
apps/object/object-web;@clayui/link;"default"
apps/object/object-web;@testing-library/jest-dom/extend-expect;""
apps/object/object-web;@testing-library/react;"fireEvent,render,screen"
apps/object/object-web;@testing-library/user-event;"default"
apps/object/object-web;@clayui/card;"default"
apps/object/object-web;text-mask-core;"createTextMaskInputElement"
apps/password-policies-admin/password-policies-admin-web;frontend-js-web;"createActionURL,getCheckedCheckboxes,openConfirmModal,openSelectionModal,sub"
apps/portal/portal-company-log-web;react;"Fragment,default,useCallback,useEffect,useState"
apps/portal/portal-company-log-web;react-router-dom;"HashRouter,Link,Route,Switch"
apps/portal/portal-company-log-web;@clayui/icon;"default"
apps/portal/portal-company-log-web;@clayui/label;"default"
apps/portal/portal-company-log-web;@clayui/list;"default"
apps/portal/portal-company-log-web;frontend-js-web;"fetch"
apps/portal/portal-company-log-web;@clayui/button;"ClayButtonWithIcon"
apps/portal/portal-default-permissions-web;frontend-js-web;"fetch,openConfirmModal,openModal"
apps/portal-instances/portal-instances-web;frontend-js-web;"fetch,getOpener,openModal,openToast,sub"
apps/portal-search/portal-search-admin-web;@clayui/button;"ClayButtonWithIcon,default"
apps/portal-search/portal-search-admin-web;@clayui/icon;"default"
apps/portal-search/portal-search-admin-web;@clayui/layout;"default"
apps/portal-search/portal-search-admin-web;@liferay/frontend-js-react-web;"useTimeout"
apps/portal-search/portal-search-admin-web;prop-types;"default"
apps/portal-search/portal-search-admin-web;react;"default,useCallback,useContext,useEffect,useRef,useState"
apps/portal-search/portal-search-admin-web;@clayui/list;"default"
apps/portal-search/portal-search-admin-web;@clayui/modal;"ClayModalProvider,Context"
apps/portal-search/portal-search-admin-web;@clayui/progress-bar;"default"
apps/portal-search/portal-search-admin-web;frontend-js-web;"fetch,localStorage,openToast,sub"
apps/portal-search/portal-search-admin-web;@clayui/form;"ClayCheckbox,ClayInput,ClayRadio,ClayRadioGroup"
apps/portal-search/portal-search-admin-web;@clayui/label;"default"
apps/portal-search/portal-search-admin-web;@clayui/pagination-bar;"ClayPaginationBarWithBasicItems"
apps/portal-search/portal-search-admin-web;@clayui/toolbar;"default"
apps/portal-search/portal-search-admin-web;frontend-js-components-web;"FeatureIndicator,ManagementToolbar"
apps/portal-search/portal-search-admin-web;@clayui/drop-down;"default"
apps/portal-search/portal-search-admin-web;@clayui/sticker;"default"
apps/portal-search/portal-search-admin-web;@clayui/tooltip;"ClayTooltipProvider"
apps/portal-search/portal-search-web;@clayui/button;"ClayButtonWithIcon,default"
apps/portal-search/portal-search-web;@clayui/form;"ClayCheckbox,ClayInput,ClayRadio,ClayRadioGroup,ClaySelect,ClaySelectBox,ClayToggle,default"
apps/portal-search/portal-search-web;@clayui/icon;"default"
apps/portal-search/portal-search-web;@clayui/tooltip;"ClayTooltipProvider"
apps/portal-search/portal-search-web;classnames;"default"
apps/portal-search/portal-search-web;react;"default,useCallback,useContext,useEffect,useMemo,useRef,useState"
apps/portal-search/portal-search-web;@clayui/autocomplete;"default"
apps/portal-search/portal-search-web;@clayui/drop-down;"ClayDropDownWithItems,default"
apps/portal-search/portal-search-web;@clayui/loading-indicator;"default"
apps/portal-search/portal-search-web;frontend-js-web;"addParams,cancelDebounce,debounce,fetch,navigate,openToast,sub"
apps/portal-search/portal-search-web;@clayui/alert;"default"
apps/portal-search/portal-search-web;@clayui/core;"Option,Picker,TreeView"
apps/portal-search/portal-search-web;frontend-js-components-web;"LearnMessage,LearnResourcesContext,ManagementToolbar"
apps/portal-search/portal-search-web;@liferay/frontend-js-codemirror-web;"CodeMirror"
apps/portal-search/portal-search-web;@clayui/link;"default"
apps/portal-search/portal-search-web;clipboard;"default"
apps/portal-search/portal-search-web;@clayui/data-provider;"useResource"
apps/portal-search/portal-search-web;@clayui/empty-state;"default"
apps/portal-search/portal-search-web;@clayui/modal;"default,useModal"
apps/portal-search/portal-search-web;@clayui/pagination-bar;"ClayPaginationBarWithBasicItems"
apps/portal-search/portal-search-web;@clayui/table;"default"
apps/portal-search/portal-search-web;formik;"useFormik"
apps/portal-search/portal-search-web;react-dnd;"DndProvider,useDrag,useDrop"
apps/portal-search/portal-search-web;react-dnd-html5-backend;"HTML5Backend"
apps/portal-search/portal-search-web;@clayui/multi-select;"default"
apps/portal-security/portal-security-script-management-web;@testing-library/jest-dom/extend-expect;""
apps/portal-security/portal-security-script-management-web;@testing-library/react;"render"
apps/portal-security/portal-security-script-management-web;react;"default,useState"
apps/portal-security/portal-security-script-management-web;@clayui/button;"default"
apps/portal-security/portal-security-script-management-web;@clayui/core;"Body,Cell,Head,Row,Table,Text"
apps/portal-security/portal-security-script-management-web;@clayui/icon;"default"
apps/portal-security/portal-security-script-management-web;@clayui/link;"default"
apps/portal-security/portal-security-script-management-web;@clayui/modal;"default,useModal"
apps/portal-security/portal-security-script-management-web;@clayui/alert;"default"
apps/portal-security/portal-security-script-management-web;@clayui/form;"ClayCheckbox"
apps/portal-security/portal-security-script-management-web;frontend-js-web;"createResourceURL,fetch,openToast"
apps/portal-settings/portal-settings-web;@liferay/address-web;"CountryRegionDynamicSelect"
apps/portal-template/portal-template-react-renderer-impl;@liferay/frontend-js-react-web;"render"
apps/portal-workflow/portal-workflow-instance-tracker-web;@clayui/drop-down;"default"
apps/portal-workflow/portal-workflow-instance-tracker-web;@clayui/icon;"default"
apps/portal-workflow/portal-workflow-instance-tracker-web;react;"default,useEffect,useState"
apps/portal-workflow/portal-workflow-instance-tracker-web;react-flow-renderer;"Controls,EdgeText,Handle,ReactFlowProvider,default,getEdgeCenter,getSmoothStepPath,isEdge,isNode,useStore,useZoomPanHelper"
apps/portal-workflow/portal-workflow-instance-tracker-web;@clayui/alert;"default"
apps/portal-workflow/portal-workflow-instance-tracker-web;frontend-js-web;"fetch"
apps/portal-workflow/portal-workflow-instance-tracker-web;dagre;"default"
apps/portal-workflow/portal-workflow-instance-tracker-web;@clayui/tooltip;"ClayTooltipProvider"
apps/portal-workflow/portal-workflow-instance-tracker-web;classnames;"default"
apps/portal-workflow/portal-workflow-taglib;react;"default,useState"
apps/portal-workflow/portal-workflow-taglib;@clayui/label;"default"
apps/portal-workflow/portal-workflow-taglib;@clayui/link;"default"
apps/portal-workflow/portal-workflow-taglib;@clayui/modal;"default,useModal"
apps/portal-workflow/portal-workflow-taglib;@clayui/tooltip;"ClayTooltipProvider"
apps/portal-workflow/portal-workflow-taglib;@liferay/portal-workflow-instance-tracker-web;"WorkflowInstanceTracker"
apps/portal-workflow/portal-workflow-task-web;frontend-js-web;"openSimpleInputModal"
apps/portlet-configuration/portlet-configuration-css-web;@clayui/color-picker;"default"
apps/portlet-configuration/portlet-configuration-css-web;react;"default,useState"
apps/portlet-configuration/portlet-configuration-web;frontend-js-web;"DefaultEventHandler,getOpener,openConfirmModal"
apps/portlet-configuration/portlet-configuration-web;@clayui/form;"ClayCheckbox"
apps/portlet-configuration/portlet-configuration-web;prop-types;"default"
apps/portlet-configuration/portlet-configuration-web;react;"default,useState"
apps/product-navigation/product-navigation-applications-menu-web;@clayui/button;"ClayButtonWithIcon,default"
apps/product-navigation/product-navigation-applications-menu-web;@clayui/icon;"default"
apps/product-navigation/product-navigation-applications-menu-web;@clayui/label;"default"
apps/product-navigation/product-navigation-applications-menu-web;@clayui/layout;"default"
apps/product-navigation/product-navigation-applications-menu-web;@clayui/modal;"default,useModal"
apps/product-navigation/product-navigation-applications-menu-web;@clayui/sticker;"default"
apps/product-navigation/product-navigation-applications-menu-web;@clayui/tabs;"default"
apps/product-navigation/product-navigation-applications-menu-web;@liferay/frontend-js-react-web;"useEventListener"
apps/product-navigation/product-navigation-applications-menu-web;classnames;"default"
apps/product-navigation/product-navigation-applications-menu-web;frontend-js-components-web;"useId"
apps/product-navigation/product-navigation-applications-menu-web;frontend-js-web;"fetch,navigate,openSelectionModal"
apps/product-navigation/product-navigation-applications-menu-web;prop-types;"default"
apps/product-navigation/product-navigation-applications-menu-web;react;"default,useEffect,useMemo,useRef,useState"
apps/product-navigation/product-navigation-control-menu-web;@liferay/layout-js-components-web;"DragPreview,SearchForm"
apps/product-navigation/product-navigation-control-menu-web;classnames;"default"
apps/product-navigation/product-navigation-control-menu-web;prop-types;"default"
apps/product-navigation/product-navigation-control-menu-web;react;"default,useCallback,useContext,useEffect,useMemo,useRef,useState"
apps/product-navigation/product-navigation-control-menu-web;react-dnd;"DndProvider,useDrag,useDrop"
apps/product-navigation/product-navigation-control-menu-web;react-dnd-html5-backend;"HTML5Backend,getEmptyImage"
apps/product-navigation/product-navigation-control-menu-web;@clayui/panel;"default"
apps/product-navigation/product-navigation-control-menu-web;@clayui/button;"default"
apps/product-navigation/product-navigation-control-menu-web;@clayui/drop-down;"default"
apps/product-navigation/product-navigation-control-menu-web;@clayui/form;"ClayInput,ClaySelectWithOption,default"
apps/product-navigation/product-navigation-control-menu-web;@clayui/icon;"default"
apps/product-navigation/product-navigation-control-menu-web;frontend-js-web;"fetch,navigate,objectToFormData,openToast,sub"
apps/product-navigation/product-navigation-control-menu-web;@liferay/frontend-js-react-web;"ReactPortal"
apps/product-navigation/product-navigation-control-menu-web;@clayui/alert;"default"
apps/product-navigation/product-navigation-control-menu-web;frontend-js-components-web;"FeatureIndicator,useSessionState"
apps/product-navigation/product-navigation-control-menu-web;@clayui/tabs;"default"
apps/product-navigation/product-navigation-product-menu-web;@clayui/icon;"default"
apps/product-navigation/product-navigation-product-menu-web;@clayui/loading-indicator;"default"
apps/product-navigation/product-navigation-product-menu-web;frontend-js-web;"cancelDebounce,debounce,fetch,navigate,objectToFormData,openModal,openToast,setSessionValue,sub"
apps/product-navigation/product-navigation-product-menu-web;prop-types;"default"
apps/product-navigation/product-navigation-product-menu-web;react;"default,useCallback,useEffect,useRef,useState"
apps/product-navigation/product-navigation-product-menu-web;@clayui/core;"Option,Picker,TreeView"
apps/product-navigation/product-navigation-product-menu-web;frontend-js-components-web;"useSessionState"
apps/product-navigation/product-navigation-product-menu-web;@clayui/button;"ClayButtonWithIcon,default"
apps/product-navigation/product-navigation-product-menu-web;@clayui/drop-down;"ClayDropDownWithItems,default"
apps/product-navigation/product-navigation-product-menu-web;@clayui/link;"default"
apps/product-navigation/product-navigation-product-menu-web;classnames;"default"
apps/product-navigation/product-navigation-simulation-device;@liferay/frontend-js-react-web;"ReactPortal,useEventListener"
apps/product-navigation/product-navigation-simulation-device;prop-types;"default"
apps/product-navigation/product-navigation-simulation-device;react;"Dispatch,SetStateAction,createContext,default,useCallback,useContext,useEffect,useMemo,useRef,useState"
apps/product-navigation/product-navigation-simulation-device;@clayui/alert;"default"
apps/product-navigation/product-navigation-simulation-device;classnames;"default"
apps/product-navigation/product-navigation-simulation-device;frontend-js-web;"debounce,sub"
apps/product-navigation/product-navigation-simulation-device;@clayui/button;"default"
apps/product-navigation/product-navigation-simulation-device;@clayui/form;"ClayInput,default"
apps/product-navigation/product-navigation-simulation-device;@clayui/icon;"default"
apps/product-navigation/product-navigation-simulation-device;@clayui/layout;"default"
apps/product-navigation/product-navigation-simulation-device;frontend-js-components-web;"useId"
apps/product-navigation/product-navigation-site-administration;frontend-js-web;"navigate,openSelectionModal"
apps/product-navigation/product-navigation-taglib;@clayui/button;"default"
apps/product-navigation/product-navigation-taglib;@clayui/drop-down;"ClayDropDownWithItems"
apps/product-navigation/product-navigation-taglib;@clayui/icon;"default"
apps/product-navigation/product-navigation-taglib;@clayui/loading-indicator;"default"
apps/product-navigation/product-navigation-taglib;@clayui/sticker;"default"
apps/product-navigation/product-navigation-taglib;frontend-js-web;"fetch,loadModule,sub"
apps/product-navigation/product-navigation-taglib;prop-types;"default"
apps/product-navigation/product-navigation-taglib;react;"default,useEffect,useRef,useState"
apps/product-navigation/product-navigation-user-personal-bar-web;frontend-js-web;"addParams,fetch,navigate,openModal"
apps/questions/questions-web;graphql-hooks;"ClientContext,GraphQLClient,useManualQuery,useMutation,useQuery"
apps/questions/questions-web;react;"createContext,default,forwardRef,useCallback,useContext,useEffect,useMemo,useRef,useState"
apps/questions/questions-web;react-router-dom;"BrowserRouter,HashRouter,Link,Redirect,Route,Switch,matchPath,withRouter"
apps/questions/questions-web;@clayui/link;"default"
apps/questions/questions-web;@clayui/navigation-bar;"default"
apps/questions/questions-web;classnames;"default"
apps/questions/questions-web;@clayui/icon;"default"
apps/questions/questions-web;@clayui/label;"default"
apps/questions/questions-web;@clayui/alert;"default"
apps/questions/questions-web;@clayui/button;"ClayButtonWithIcon,default"
apps/questions/questions-web;@clayui/drop-down;"ClayDropDownWithItems,default"
apps/questions/questions-web;@clayui/form;"ClayCheckbox,ClayInput,ClayRadio,ClayRadioGroup,ClaySelect,default"
apps/questions/questions-web;@clayui/tooltip;"ClayTooltipProvider"
apps/questions/questions-web;highlight.js/lib/core;"default"
apps/questions/questions-web;highlight.js/lib/languages/java;"default"
apps/questions/questions-web;highlight.js/lib/languages/javascript;"default"
apps/questions/questions-web;highlight.js/lib/languages/plaintext;"default"
apps/questions/questions-web;@clayui/loading-indicator;"default"
apps/questions/questions-web;@clayui/modal;"default,useModal"
apps/questions/questions-web;@clayui/empty-state;"default"
apps/questions/questions-web;@clayui/pagination-bar;"ClayPaginationBarWithBasicItems"
apps/questions/questions-web;@liferay/frontend-js-react-web;"useEventListener"
apps/questions/questions-web;frontend-editor-ckeditor-web;"Editor"
apps/questions/questions-web;frontend-js-web;"cancelDebounce,dateUtils,debounce,fetch,isPhone,isTablet,openToast"
apps/questions/questions-web;asset-taglib;"AssetTagsSelector"
apps/questions/questions-web;@clayui/sticker;"default"
apps/questions/questions-web;prop-types;"default"
apps/questions/questions-web;@clayui/popover;"default"
apps/questions/questions-web;@clayui/card;"default"
apps/questions/questions-web;react-helmet;"Helmet"
apps/questions/questions-web;graphql-hooks-memcache;"default"
apps/questions/questions-web;@clayui/tabs;"default"
apps/questions/questions-web;@clayui/upper-toolbar;"default"
apps/questions/questions-web;@liferay/flags-taglib;"App,FlagsModal,useFlags"
apps/questions/questions-web;@clayui/management-toolbar;"ClayResultsBar,default"
apps/ratings/ratings-taglib;frontend-js-web;"fetch,objectToFormData,openToast"
apps/ratings/ratings-taglib;prop-types;"default"
apps/ratings/ratings-taglib;react;"Fragment,default,useCallback,useEffect,useReducer,useState"
apps/ratings/ratings-taglib;@liferay/frontend-js-react-web;"useIsMounted,usePrevious"
apps/ratings/ratings-taglib;classnames;"default"
apps/ratings/ratings-taglib;@clayui/button;"default"
apps/ratings/ratings-taglib;@clayui/icon;"default"
apps/ratings/ratings-taglib;@clayui/drop-down;"default"
apps/ratings/ratings-taglib;@clayui/layout;"default"
apps/redirect/redirect-web;@clayui/modal;"default,useModal"
apps/redirect/redirect-web;prop-types;"default"
apps/redirect/redirect-web;react;"default,useEffect,useState"
apps/redirect/redirect-web;@clayui/button;"ClayButtonWithIcon,default"
apps/redirect/redirect-web;@clayui/form;"ClayCheckbox,ClayInput,ClaySelect,default"
apps/redirect/redirect-web;@clayui/icon;"default"
apps/redirect/redirect-web;frontend-js-web;"createResourceURL,fetch,getCheckedCheckboxes,openToast,postForm,sub"
apps/redirect/redirect-web;@clayui/layout;"default"
apps/redirect/redirect-web;uuid;"v4"
apps/roles/roles-admin-web;frontend-js-web;"COOKIE_TYPES,createPortletURL,getCheckedCheckboxes,getTop,openConfirmModal,openSelectionModal,postForm,sessionStorage,sub"
apps/roles/roles-admin-web;@clayui/form;"ClayInput"
apps/roles/roles-admin-web;@clayui/nav;"ClayVerticalNav"
apps/roles/roles-admin-web;@clayui/shared;"useDebounce"
apps/roles/roles-admin-web;react;"default,useCallback,useEffect,useMemo,useState"
apps/roles/roles-admin-web;@clayui/button;"default"
apps/roles/roles-admin-web;@clayui/icon;"default"
apps/roles/roles-admin-web;@clayui/label;"default"
apps/saved-content/saved-content-taglib;@clayui/button;"ClayButtonWithIcon"
apps/saved-content/saved-content-taglib;frontend-js-web;"fetch,objectToFormData,openToast,sub"
apps/saved-content/saved-content-taglib;prop-types;"default"
apps/saved-content/saved-content-taglib;react;"default,useState"
apps/segments/segments-simulation-web;@clayui/alert;"default"
apps/segments/segments-simulation-web;@clayui/link;"default"
apps/segments/segments-simulation-web;@liferay/layout-js-components-web;"ExperienceSelector,SegmentExperience"
apps/segments/segments-simulation-web;frontend-js-web;"sub"
apps/segments/segments-simulation-web;react;"default,useCallback,useEffect,useRef,useState"
apps/segments/segments-simulation-web;@clayui/core;"Option,Picker,Text"
apps/segments/segments-simulation-web;@clayui/form;"default"
apps/segments/segments-simulation-web;frontend-js-components-web;"useId"
apps/segments/segments-web;frontend-js-web;"dateUtils,debounce,delegate,fetch,navigate,openConfirmModal,openModal,openSelectionModal,openToast,postForm,sub"
apps/segments/segments-web;@clayui/alert;"default"
apps/segments/segments-web;@liferay/layout-js-components-web;"DragPreview,ExperienceSelector,ScreenReaderAnnouncer"
apps/segments/segments-web;react;"ChangeEvent,Dispatch,Fragment,ReactNode,SetStateAction,createContext,default,useCallback,useContext,useEffect,useMemo,useRef,useState"
apps/segments/segments-web;react-dnd;"DndProvider,DropTarget,useDrag"
apps/segments/segments-web;react-dnd-html5-backend;"HTML5Backend,getEmptyImage"
apps/segments/segments-web;@liferay/frontend-js-react-web;"useEventListener"
apps/segments/segments-web;prop-types;"PropTypes,default"
apps/segments/segments-web;@clayui/badge;"default"
apps/segments/segments-web;@clayui/panel;"default"
apps/segments/segments-web;@clayui/icon;"default"
apps/segments/segments-web;classnames;"default"
apps/segments/segments-web;@clayui/button;"ClayButtonWithIcon,default"
apps/segments/segments-web;@clayui/drop-down;"default"
apps/segments/segments-web;@clayui/layout;"default"
apps/segments/segments-web;@clayui/loading-indicator;"default"
apps/segments/segments-web;@clayui/form;"ClayInput,ClaySelectWithOption"
apps/segments/segments-web;@clayui/empty-state;"default"
apps/segments/segments-web;@clayui/date-picker;"default"
apps/segments/segments-web;@clayui/link;"default"
apps/segments/segments-web;@clayui/localized-input;"default"
apps/segments/segments-web;formik;"FieldArray,withFormik"
apps/server/server-admin-web;frontend-js-web;"delegate"
apps/sharing/sharing-taglib;@clayui/button;"default"
apps/sharing/sharing-taglib;@clayui/icon;"default"
apps/sharing/sharing-taglib;@clayui/layout;"default"
apps/sharing/sharing-taglib;@clayui/sticker;"default"
apps/sharing/sharing-taglib;frontend-js-web;"fetch,sub"
apps/sharing/sharing-taglib;prop-types;"default"
apps/sharing/sharing-taglib;react;"default,useEffect,useState"
apps/sharing/sharing-taglib;classnames;"default"
apps/sharing/sharing-web;@clayui/alert;"default"
apps/sharing/sharing-web;@clayui/button;"ClayButtonWithIcon,default"
apps/sharing/sharing-web;@clayui/form;"ClayCheckbox,ClayInput,ClayRadio,ClayRadioGroup,ClaySelectWithOption,default"
apps/sharing/sharing-web;@clayui/icon;"default"
apps/sharing/sharing-web;@clayui/layout;"default"
apps/sharing/sharing-web;@clayui/loading-indicator;"default"
apps/sharing/sharing-web;@clayui/sticker;"default"
apps/sharing/sharing-web;@liferay/frontend-js-react-web;"useTimeout"
apps/sharing/sharing-web;classnames;"default"
apps/sharing/sharing-web;frontend-js-web;"addParams,fetch,getOpener,navigate,objectToFormData,openSelectionModal,sub"
apps/sharing/sharing-web;prop-types;"default"
apps/sharing/sharing-web;react;"default,useCallback,useEffect,useRef,useState"
apps/sharing/sharing-web;@clayui/data-provider;"useResource"
apps/sharing/sharing-web;@clayui/modal;"default"
apps/sharing/sharing-web;@clayui/multi-select;"default"
apps/site/site-admin-web;frontend-js-web;"delegate,fetch,getOpener,openConfirmModal,openModal,openSelectionModal,openToast,sub,toggleDisabled"
apps/site/site-admin-web;@clayui/alert;"default"
apps/site/site-admin-web;@clayui/form;"ClayDualListBox,ClayInput,ClayRadio,ClayRadioGroup,ClaySelectWithOption"
apps/site/site-admin-web;prop-types;"default"
apps/site/site-admin-web;react;"default,useEffect,useMemo,useState"
apps/site/site-memberships-web;frontend-js-web;"addParams,openConfirmModal,openSelectionModal,setFormValues,sub"
apps/site/site-sitemap-web;frontend-js-web;"delegate,openSelectionModal,sub"
apps/site/site-teams-web;frontend-js-web;"openConfirmModal,openSelectionModal"
apps/site-navigation/site-navigation-admin-web;frontend-js-web;"COOKIE_TYPES,addParams,createPortletURL,fetch,getOpener,getPortletNamespace,objectToFormData,openConfirmModal,openModal,openSelectionModal,openSimpleInputModal,openToast,runScriptsInElement,sessionStorage,sub"
apps/site-navigation/site-navigation-admin-web;react;"default,useCallback,useContext,useEffect,useMemo,useRef,useState"
apps/site-navigation/site-navigation-admin-web;prop-types;"default"
apps/site-navigation/site-navigation-admin-web;@clayui/drop-down;"ClayDropDownWithItems,default"
apps/site-navigation/site-navigation-admin-web;classnames;"default"
apps/site-navigation/site-navigation-admin-web;frontend-js-components-web;"useId,useSessionState"
apps/site-navigation/site-navigation-admin-web;@clayui/button;"ClayButtonWithIcon,default"
apps/site-navigation/site-navigation-admin-web;@clayui/form;"ClayRadio,ClayRadioGroup,ClaySelectWithOption,default"
apps/site-navigation/site-navigation-admin-web;@clayui/modal;"default,useModal"
apps/site-navigation/site-navigation-admin-web;@liferay/frontend-js-react-web;"useIsMounted"
apps/site-navigation/site-navigation-admin-web;react-dnd;"useDrag,useDragLayer,useDrop"
apps/site-navigation/site-navigation-admin-web;@clayui/empty-state;"default"
apps/site-navigation/site-navigation-admin-web;@liferay/layout-js-components-web;"ScreenReaderAnnouncer"
apps/site-navigation/site-navigation-admin-web;@clayui/card;"default"
apps/site-navigation/site-navigation-admin-web;@clayui/icon;"default"
apps/site-navigation/site-navigation-admin-web;@clayui/label;"default"
apps/site-navigation/site-navigation-admin-web;@clayui/layout;"default"
apps/site-navigation/site-navigation-admin-web;@clayui/loading-indicator;"default"
apps/site-navigation/site-navigation-admin-web;react-dom;"flushSync"
apps/site-navigation/site-navigation-admin-web;react-dnd-html5-backend;"getEmptyImage"
apps/site-navigation/site-navigation-item-selector-web;frontend-js-web;"getOpener"
apps/site-navigation/site-navigation-item-selector-web;@clayui/core;"TreeView"
apps/site-navigation/site-navigation-item-selector-web;@clayui/empty-state;"default"
apps/site-navigation/site-navigation-item-selector-web;@clayui/form;"ClayInput,default"
apps/site-navigation/site-navigation-item-selector-web;@clayui/icon;"default"
apps/site-navigation/site-navigation-item-selector-web;@clayui/layout;"default"
apps/site-navigation/site-navigation-item-selector-web;react;"default,useState"
apps/site-navigation/site-navigation-menu-item-asset-vocabulary;@clayui/alert;"default"
apps/site-navigation/site-navigation-menu-item-asset-vocabulary;@clayui/button;"ClayButtonWithIcon"
apps/site-navigation/site-navigation-menu-item-asset-vocabulary;@clayui/form;"ClayCheckbox,ClayInput,default"
apps/site-navigation/site-navigation-menu-item-asset-vocabulary;@clayui/icon;"default"
apps/site-navigation/site-navigation-menu-item-asset-vocabulary;@clayui/label;"default"
apps/site-navigation/site-navigation-menu-item-asset-vocabulary;classnames;"default"
apps/site-navigation/site-navigation-menu-item-asset-vocabulary;frontend-js-components-web;"TranslationAdminSelector"
apps/site-navigation/site-navigation-menu-item-asset-vocabulary;frontend-js-web;"fetch,objectToFormData,openSelectionModal"
apps/site-navigation/site-navigation-menu-item-asset-vocabulary;prop-types;"default"
apps/site-navigation/site-navigation-menu-item-asset-vocabulary;react;"default,useEffect,useState"
apps/site-navigation/site-navigation-menu-item-display-page;@clayui/alert;"default"
apps/site-navigation/site-navigation-menu-item-display-page;@clayui/button;"ClayButtonWithIcon"
apps/site-navigation/site-navigation-menu-item-display-page;@clayui/form;"ClayCheckbox,ClayInput,default"
apps/site-navigation/site-navigation-menu-item-display-page;@clayui/icon;"default"
apps/site-navigation/site-navigation-menu-item-display-page;@clayui/label;"default"
apps/site-navigation/site-navigation-menu-item-display-page;classnames;"default"
apps/site-navigation/site-navigation-menu-item-display-page;frontend-js-components-web;"TranslationAdminSelector"
apps/site-navigation/site-navigation-menu-item-display-page;frontend-js-web;"fetch,objectToFormData,openSelectionModal"
apps/site-navigation/site-navigation-menu-item-display-page;prop-types;"default"
apps/site-navigation/site-navigation-menu-item-display-page;react;"default,useEffect,useState"
apps/site-navigation/site-navigation-menu-item-layout;frontend-js-web;"getPortletNamespace,openSelectionModal"
apps/site-navigation/site-navigation-menu-web;frontend-js-web;"addParams,debounce,delegate,getFormElement,openSelectionModal,toggleDisabled,toggleSelectBox"
apps/staging/staging-bar-web;frontend-js-web;"fetch,objectToFormData,openConfirmModal,openModal,openToast,runScriptsInElement,toggleDisabled"
apps/staging/staging-processes-web;frontend-js-web;"getCheckedCheckboxes,openConfirmModal,postForm"
apps/staging/staging-taglib;@clayui/button;"default"
apps/staging/staging-taglib;@clayui/core;"TreeView"
apps/staging/staging-taglib;@clayui/form;"ClayCheckbox"
apps/staging/staging-taglib;@clayui/icon;"default"
apps/staging/staging-taglib;classnames;"default"
apps/staging/staging-taglib;frontend-js-web;"fetch,openToast"
apps/staging/staging-taglib;prop-types;"default"
apps/staging/staging-taglib;react;"default,useCallback,useState"
apps/style-book/style-book-web;@clayui/button;"ClayButtonWithIcon,default"
apps/style-book/style-book-web;@clayui/core;"Option,Picker"
apps/style-book/style-book-web;@clayui/form;"ClayCheckbox,ClayInput,ClaySelectWithOption,default"
apps/style-book/style-book-web;@clayui/modal;"default,useModal"
apps/style-book/style-book-web;frontend-js-components-web;"FieldBase,useId"
