BUNDLE;GZIP;SIZE
apps/digital-signature/digital-signature-web/__liferay__/index.(PU2K6PYS).js;25560;79407
apps/dispatch/dispatch-web/__liferay__/index.(FDUMEOWO).js;847;1773
apps/document-library/document-library-preview-css/__liferay__/index.(YOHPEFKA).js;277;409
apps/document-library/document-library-preview-document/__liferay__/index.(VEV4UOZG).js;2058;5407
apps/document-library/document-library-preview-image/__liferay__/index.(7VOJWKAW).js;1508;3863
apps/document-library/document-library-taglib/__liferay__/index.(WMAPM3VG).js;1426;3864
apps/document-library/document-library-video/__liferay__/index.(4PZYMM5A).js;2471;6683
apps/document-library/document-library-web/__liferay__/index.(GFS2HIIM).js;14619;53020
apps/dynamic-data-lists/dynamic-data-lists-web/__liferay__/index.(CR6YHATF).js;1022;2531
apps/dynamic-data-mapping/dynamic-data-mapping-data-provider-web/__liferay__/index.(2EDSCKS2).js;726;1271
apps/dynamic-data-mapping/dynamic-data-mapping-form-field-type/__liferay__/api.(WL4HUHNS).js;3992;11385
apps/dynamic-data-mapping/dynamic-data-mapping-form-field-type/__liferay__/css/leaflet$dist$leaflet.(V72YAKG3).css;2629;10882
apps/dynamic-data-mapping/dynamic-data-mapping-form-field-type/__liferay__/index.(BG7LWKOX).js;76190;265413
apps/dynamic-data-mapping/dynamic-data-mapping-form-web/__liferay__/index.(R4OFVFOI).js;30623;102021
apps/dynamic-data-mapping/dynamic-data-mapping-web/__liferay__/index.(RS7NKSO2).js;750;1835
apps/expando/expando-taglib/__liferay__/index.(DA733YWI).js;541;815
apps/expando/expando-web/__liferay__/index.(ZV3SHGRQ).js;776;1300
apps/export-import/export-import-web/__liferay__/index.(GGSM7IIS).js;2546;7857
apps/feature-flag/feature-flag-web/__liferay__/index.(Z64NV55R).js;1424;3553
apps/flags/flags-taglib/__liferay__/index.(SRQXYOGQ).js;3188;9693
apps/fragment/fragment-collection-filter-category/__liferay__/index.(ICAL3EF7).js;1348;3122
apps/fragment/fragment-collection-filter-date/__liferay__/index.(6CIHUZTM).js;920;2412
apps/fragment/fragment-collection-filter-keyword/__liferay__/index.(A4OZKESD).js;955;1831
apps/fragment/fragment-collection-filter-tags/__liferay__/index.(UNGIORWI).js;771;1462
apps/fragment/fragment-impl/__liferay__/api.(HWOV3NN6).js;4868;14679
apps/fragment/fragment-impl/__liferay__/index.(5UZERQJK).js;65;45
apps/fragment/fragment-renderer-collection-filter-impl/__liferay__/index.(6Y5YWX6P).js;1208;2662
apps/fragment/fragment-renderer-react-impl/__liferay__/index.(G252ZZJL).js;65;45
apps/fragment/fragment-video-streaming/__liferay__/index.(ZZPNDBFX).js;541;878
apps/fragment/fragment-web/__liferay__/index.(AGT2H4WA).js;11366;42769
apps/friendly-url/friendly-url-taglib/__liferay__/index.(RHATSGSV).js;2636;8047
apps/friendly-url/friendly-url-web/__liferay__/index.(FPWQP2MB).js;1272;3134
apps/frontend-data-set/frontend-data-set-admin-web/__liferay__/index.(K2CDNEX3).js;31735;140787
apps/frontend-data-set/frontend-data-set-web/__liferay__/index.(CM4KSBWV).js;38115;131443
apps/frontend-editor/frontend-editor-alloyeditor-web/__liferay__/index.(G252ZZJL).js;65;45
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/css/ckeditor5$ckeditor5.(LDQIKG7I).css;36784;273078
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-adapter-ckfinder$dist$index.js.(BOFZQUEH).js;1569;3266
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-alignment$dist$index.js.(SHN5CRUR).js;2698;7495
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-autoformat$dist$index.js.(ZJPI2NXI).js;2597;6674
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-autosave$dist$index.js.(JATVMV5U).js;1856;4439
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-basic-styles$dist$index.js.(KLLBQAYK).js;2780;11544
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-block-quote$dist$index.js.(KWE5TMKU).js;2150;5847
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-bookmark$dist$index.js.(KQXP2C7R).js;5471;17036
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-ckbox$dist$index.js.(2KKGTCBQ).js;10478;31155
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-ckfinder$dist$index.js.(EKH7M42R).js;2055;5723
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-clipboard$dist$index.js.(XSAPH327).js;11433;37188
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-cloud-services$dist$index.js.(5CASIQUN).js;2671;6859
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-code-block$dist$index.js.(BN2F5CGE).js;5568;17727
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-core$dist$index.js.(LIAFYUIE).js;8508;25575
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-easy-image$dist$index.js.(S2N7C4TM).js;1069;2515
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-editor-balloon$dist$index.js.(S4NM5F57).js;1825;4485
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-editor-classic$dist$index.js.(3WP3SUNK).js;2599;6821
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-editor-decoupled$dist$index.js.(JX6METVN).js;1893;4789
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-editor-inline$dist$index.js.(DRHJYAPA).js;2394;6124
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-editor-multi-root$dist$index.js.(GN6TLQBV).js;3562;10794
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-emoji$dist$index.js.(GNPM5T7H).js;13874;41186
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-engine$dist$index.js.(XK7GDBBY).js;88203;348311
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-enter$dist$index.js.(UCF5T4ZU).js;2108;5069
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-essentials$dist$index.js.(33Z234Z5).js;825;2058
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-find-and-replace$dist$index.js.(YJXCJZBK).js;7262;24281
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-font$dist$index.js.(JN57IAPZ).js;5246;19931
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-fullscreen$dist$index.js.(V5OXU2NS).js;4395;19493
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-heading$dist$index.js.(5D47Q6SB).js;4375;13110
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-highlight$dist$index.js.(Y7CILECC).js;2564;7470
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-horizontal-line$dist$index.js.(P74QD5DY).js;1493;3788
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-html-embed$dist$index.js.(IZHSG4BD).js;2921;8181
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-html-support$dist$index.js.(WPA7ZYX4).js;15708;62739
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-icons$dist$index.js.(QO5UCGBQ).js;35047;109767
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-image$dist$index.js.(N7F5ME54).js;21890;84205
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-indent$dist$index.js.(LR6WVCN7).js;2311;6615
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-language$dist$index.js.(5YZEI62K).js;2279;6142
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-link$dist$index.js.(IWGNYGJI).js;12444;44989
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-list$dist$index.js.(K4YSFENU).js;26433;105979
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-markdown-gfm$dist$index.js.(LD6BLDG5).js;61195;199910
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-media-embed$dist$index.js.(6L6N632L).js;5417;16489
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-mention$dist$index.js.(7PBDRVMD).js;5594;15375
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-minimap$dist$index.js.(26L7RPCC).js;3303;9575
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-page-break$dist$index.js.(35UZLVOC).js;1724;4230
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-paragraph$dist$index.js.(3LL4LIDH).js;1643;3965
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-paste-from-office$dist$index.js.(TAJ3LD7C).js;6067;17210
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-react.(LID7G6TF).js;9217;27300
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-remove-format$dist$index.js.(ZL3YMK2U).js;1473;3871
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-restricted-editing$dist$index.js.(GDSC2E22).js;4940;16596
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-select-all$dist$index.js.(P57RY4II).js;1373;3213
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-show-blocks$dist$index.js.(EL4NTF4R).js;1201;2784
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-source-editing$dist$index.js.(EB4ASGTG).js;2428;6901
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-special-characters$dist$index.js.(LAI47KN4).js;5556;25695
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-style$dist$index.js.(LXWFNLSB).js;4884;17877
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-table$dist$index.js.(PPURKQ3K).js;40222;153071
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-typing$dist$index.js.(XQQFOMMF).js;8206;25769
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-ui$dist$index.js.(XEANXG7Q).js;57740;208534
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-undo$dist$index.js.(QCKFHN5Y).js;2395;6216
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-upload$dist$index.js.(3NTNS6FR).js;2529;7261
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-utils$dist$index.js.(YQWVXTHJ).js;18684;53873
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-watchdog$dist$index.js.(ALUZG7O2).js;5705;17392
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-widget$dist$index.js.(JKUBZIP4).js;11354;38411
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/@ckeditor$ckeditor5-word-count$dist$index.js.(RF5U74QY).js;2206;5309
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/exports/eventsource.(6OSXFLXH).js;2994;6926
apps/frontend-editor/frontend-editor-ckeditor-web/__liferay__/index.(4KHPEV7D).js;28552;86883
apps/frontend-icons/frontend-icons-web/__liferay__/index.(I6IUFPXY).js;155;202
apps/frontend-js/frontend-js-bootstrap-support-web/__liferay__/index.(KUIZEZJC).js;2637;9250
apps/frontend-js/frontend-js-clay-web/__liferay__/css/@clayui$css$lib$css$atlas.(P5ZUBQ4S).css;76073;580385
apps/frontend-js/frontend-js-clay-web/__liferay__/css/@clayui$css$lib$css$base.(WLFCCLV6).css;69836;515642
apps/frontend-js/frontend-js-clay-web/__liferay__/css/@clayui$css$lib$css$cadmin.(AYQZ37NT).css;75106;830336
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$alert.(OBVAOCL3).js;1449;3815
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$autocomplete.(VISLB7IL).js;4912;13225
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$badge.(MMO3IWGK).js;661;1332
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$breadcrumb.(3ORAPDY5).js;1571;3519
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$button.(4G72AKE3).js;1755;3967
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$card.(ESHDZXPG).js;3208;11906
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$charts.(NLSYDDDQ).js;146682;461722
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$color-picker.(WFH2OK5R).js;10111;28956
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$core.(GEH3N542).js;32846;108181
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$data-provider.(AMIBJF7O).js;3404;7519
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$date-picker.(T6V6ZQ5X).js;22699;131027
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$drop-down.(UI37VFDK).js;6806;21110
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$empty-state.(JVYIXMCA).js;1092;2484
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$form.(NEIP4DSS).js;3780;12387
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$icon.(NXNBZWS6).js;1071;2198
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$label.(Y2CENTT5).js;1018;2802
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$layout.(UZNO4PPJ).js;1989;5668
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$link.(NSXSXQ6U).js;1091;2374
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$list.(QSNCISI7).js;2506;7318
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$loading-indicator.(CIGQVCU3).js;690;1410
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$localized-input.(7AIZMB4R).js;1163;2606
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$management-toolbar.(RWGMCMC2).js;999;2550
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$modal.(7HNHB376).js;4230;11510
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$multi-select.(3HDR7YXV).js;4088;10992
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$multi-step-nav.(L4UFFWLO).js;1693;4526
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$nav.(WFP6LZ34).js;1113;2250
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$navigation-bar.(JULLVFS4).js;1966;5042
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$pagination-bar.(2BWQ32ZP).js;1709;4637
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$pagination.(Y4KQZTKM).js;1900;5034
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$panel.(NVK6N4XH).js;1437;4179
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$popover.(K677GGYS).js;1730;3821
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$progress-bar.(TXGJ4MU2).js;1245;2735
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$provider.(3H6K2FOC).js;1236;2811
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$shared.(SALWURNR).js;10246;27910
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$slider.(4QV4UATP).js;1052;2425
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$sticker.(ZNYM4NMD).js;733;1607
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$table.(AYF7J24D).js;1191;2796
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$tabs.(ISHMDYEW).js;1778;4162
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$time-picker.(G3HW5T6W).js;2378;6646
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$toolbar.(XXPAOJFN).js;1163;3491
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$tooltip.(6MRXV44F).js;3453;8884
apps/frontend-js/frontend-js-clay-web/__liferay__/exports/@clayui$upper-toolbar.(YXWUMFMK).js;868;2262
apps/frontend-js/frontend-js-clay-web/__liferay__/index.(RVV6NY23).js;65;45
apps/frontend-js/frontend-js-codemirror-web/__liferay__/css/codemirror$addon$fold$foldgutter.(O6XZRJWP).css;257;452
apps/frontend-js/frontend-js-codemirror-web/__liferay__/css/codemirror$addon$hint$show-hint.(TTU7KUJV).css;359;573
apps/frontend-js/frontend-js-codemirror-web/__liferay__/css/codemirror$lib$codemirror.(3CJTBG3Q).css;1632;6041
apps/frontend-js/frontend-js-codemirror-web/__liferay__/index.(TH65UQXD).js;94754;286282
apps/frontend-js/frontend-js-components-web/__liferay__/index.(UZQ7S26S).js;15490;52928
apps/frontend-js/frontend-js-dependencies-web/__liferay__/css/cropperjs$dist$cropper.(JOLASEJY).css;1282;3797
apps/frontend-js/frontend-js-dependencies-web/__liferay__/css/graphiql$graphiql.(IOMUDPDT).css;6452;27403
apps/frontend-js/frontend-js-dependencies-web/__liferay__/css/highlight.js$styles$monokai-sublime.(WNHBMVV3).css;433;859
apps/frontend-js/frontend-js-dependencies-web/__liferay__/exports/@liferay$js-api.(MYVEODI2).js;395;611
apps/frontend-js/frontend-js-dependencies-web/__liferay__/exports/@liferay$js-api$data-set.(IW7PUOHQ).js;437;716
apps/frontend-js/frontend-js-dependencies-web/__liferay__/exports/axe-core.(JUEGEGTJ).js;111554;423647
apps/frontend-js/frontend-js-dependencies-web/__liferay__/exports/clipboard.(XGMFIAI5).js;3845;11544
apps/frontend-js/frontend-js-dependencies-web/__liferay__/exports/cropperjs.(I3ZA52GX).js;12632;38747
apps/frontend-js/frontend-js-dependencies-web/__liferay__/exports/dagre.(5OMUR2KP).js;54768;152067
apps/frontend-js/frontend-js-dependencies-web/__liferay__/exports/dom-align.(DE2TVGVU).js;5258;13653
apps/frontend-js/frontend-js-dependencies-web/__liferay__/exports/fuzzy.(5X3XCJXD).js;861;1575
apps/frontend-js/frontend-js-dependencies-web/__liferay__/exports/graphiql.(V5QASAOA).js;182735;611817
apps/frontend-js/frontend-js-dependencies-web/__liferay__/exports/graphql-hooks-memcache.(WPOBB2KD).js;1692;4052
apps/frontend-js/frontend-js-dependencies-web/__liferay__/exports/graphql-hooks.(ZWAZO6GD).js;3664;9910
apps/frontend-js/frontend-js-dependencies-web/__liferay__/exports/graphql.(ORPNCELZ).js;47101;187758
apps/frontend-js/frontend-js-dependencies-web/__liferay__/exports/highlight.js.(DPWEULEN).js;281768;971743
apps/frontend-js/frontend-js-dependencies-web/__liferay__/exports/highlight.js$lib$core.(2DOKDKD7).js;8419;20883
apps/frontend-js/frontend-js-dependencies-web/__liferay__/exports/highlight.js$lib$languages$java.(YZKIQFWP).js;1370;3175
apps/frontend-js/frontend-js-dependencies-web/__liferay__/exports/highlight.js$lib$languages$javascript.(SUOSLYYJ).js;2526;5882
apps/frontend-js/frontend-js-dependencies-web/__liferay__/exports/highlight.js$lib$languages$plaintext.(VVPKK6S2).js;480;768
apps/frontend-js/frontend-js-dependencies-web/__liferay__/exports/liferay-ckeditor.(X5YVDXCH).js;194587;641025
apps/frontend-js/frontend-js-dependencies-web/__liferay__/exports/moment.(MICMHKFN).js;20431;62301
apps/frontend-js/frontend-js-dependencies-web/__liferay__/exports/moment$min$moment-with-locales.(3WFQO3TZ).js;80131;367433
apps/frontend-js/frontend-js-dependencies-web/__liferay__/exports/numeral.(2HB2QOXN).js;4546;12549
apps/frontend-js/frontend-js-dependencies-web/__liferay__/exports/object-hash.(GD4FPDOV).js;11602;35660
apps/frontend-js/frontend-js-dependencies-web/__liferay__/exports/qrcode.(B5BYKIVH).js;18191;54407
apps/frontend-js/frontend-js-dependencies-web/__liferay__/exports/qs.(F3UNVJ3D).js;4233;11341
apps/frontend-js/frontend-js-dependencies-web/__liferay__/exports/react-dropzone.(DIN5FJZC).js;6339;17820
apps/frontend-js/frontend-js-dependencies-web/__liferay__/exports/react-flow-renderer.(IN2BFCSR).js;52386;174267
apps/frontend-js/frontend-js-dependencies-web/__liferay__/exports/react-helmet.(LZ4PWBFG).js;6511;17811
